source,question,answer,rating
puzzles4_forum_hardest_1905,.6...7.8..4..2..7...73..9.........18..2.7.3..6....3..54...1....1..9...5...9..21..,961547283348129576257386941793265418582471369614893725435718692126934857879652134,36
puzzles4_forum_hardest_1905,8.......3..54...9..9......1...6..9...7.1..6....6.2..14...54..2.5..2..3....2..1.65,864915273125473896793862451251634987479158632386729514638547129517296348942381765,26
01_file1,....6....6.57......1492..........65.......3.9..9.5..27.9.57..63..6.3.2.5...2...7.,927861534685743192314925786748392651562187349139654827291578463876439215453216978,25
puzzles4_forum_hardest_1905,.1.6..2....8.7..6......5..15......3..4.3....6.....942.8....3....342...1...7.9....,715634298398172564426985371572846139149327856683519427861753942934268715257491683,61
01_file1,4...1.......8....4..39.4....31...6..24.3.6..1..5.2.....12...5.3.6...142.5.......6,496517238157832964823964715731485692249376851685129347912648573368751429574293186,43
puzzles4_forum_hardest_1905,.6...12......7..4..4...36....95.....4..2...8..2...81...1..8..6.2.....8.......2.13,768451239932876541541923678189567324453219786627348195314785962296134857875692413,10
puzzles4_forum_hardest_1905,...9..3..1...75..9.9...1.5..5.7....163.1....5......8..3...2.....7.6....3..6....4.,285946317164375289793281654458762931637198425921453876349527168872614593516839742,87
puzzles1_unbiased,......36..81..42...32..9..4.1..2.......5...2.5.9.63....9.3.......7.4..5....8..1..,945782361781634295632159874418927536376518429529463718194375682867241953253896147,7
puzzles4_forum_hardest_1905,2.....7...537.......7....8...53..2..1....9.5.....1...4.6...4..9..28..5......3..6.,281963745453781692697452183975348216134629857826517934568174329342896571719235468,15
01_file1,.3...8.79..8..34.....67..8......9.673..7..84....8.49.3.123........9......8..4.6..,536428179728193456194675382841539267369712845257864913412356798673981524985247631,16
01_file1,2..1......1..3.6...7...9......26.....21.73.697....1....3...7.859..3......6...2.9.,248156973519734628673829514394268751821573469756941832432697185987315246165482397,28
01_file1,17..32...3.681.....8.7.6..18..2...5.2.7....46..........1..28...6..3..72...3.....8,174932685396815472582746931861274359237159846945683217719428563658391724423567198,12
01_file1,9...1...5.....4...76..524..2....894...429...15....18.......9.2......51.9...4...8.,943817265125634798768952413231578946874296351596341872357189624482765139619423587,26
puzzles1_unbiased,..5...8.....8.1...3......952.6.........7...1.84...9.6..2.1...56.9..2......843....,165943872972851634384672195216385749539764218847219563723198456491526387658437921,1
puzzles4_forum_hardest_1905,..1...4..7....2.9..5......7...3....5..4.2.17.2....7.8...827..6.6..89.7.......6...,921763458783452691456981237167348925834529176295617384318274569642895713579136842,36
puzzles5_forum_hardest_1905_11+,..7....8..9.4.....3....96..6...5...2.3...65..7.5.1.......8....4..3..57.....1...2.,467531289892467135351289647618354972934726518725918463176892354283645791549173826,6
puzzles4_forum_hardest_1905,..6..23.9...8..4.22...3..7.4...7.9.....1.8....5..4.........17..9...2...3.6.5.....,546712389379865412281934576428376951693158247157249638834691725915427863762583194,25
puzzles4_forum_hardest_1905,.2...8...3..6...9...5.7.....38.....2.......184.....63..7..5....6..3...4....9..1..,924138756317625894865479321138596472796243518452781639271854963689317245543962187,9
puzzles1_unbiased,........7.54......78.542....4.6..1.36...7.2..9....14....1.56.24.....963....8....1,162938547354167892789542316248695173615374289973281465831756924527419638496823751,3
01_file1,.9451.7.....4.3.....3.9...1...7....396....2......5.....7.3..59.1..94.....3..75..4,894512736716483925253697481581729643967134258342856179478361592125948367639275814,8
puzzles1_unbiased,.3......8574.6..9.8..52....9...1..3....7.56..1....4......9..35..8.2.........7.8.6,239147568574368192816529743967812435428735619153694287742986351681253974395471826,3
01_file1,.......4..5..7.....1.6.53.756.14....3.45.7....71.63...6......5..4......9.3.4..2..,786321945953874162412695387569142738324587691871963524697218453245736819138459276,15
puzzles4_forum_hardest_1905,.......9.6...2...1..38..2...4...7...5...9..2...73......8.....56.....4.1.1...6.9..,452173698678529341913846275241657839536498127897312564789231456365984712124765983,19
puzzles4_forum_hardest_1905,..82..64.2..6....7.4..7..2.8...2.75....3....4.....5.....9..7....1.9....54...6.97.,578213649231649587946578321893421756157386294624795138369857412712934865485162973,35
puzzles4_forum_hardest_1905,..5.67...4..8..9...2...9.......7.4....2..1.9.3..9....6....1.8..8..3...4..5....6.3,985167324417823965623549187591678432762431598348952716234716859876395241159284673,46
puzzles1_unbiased,.9......78...3.1.......623.4..58.....2.....4.6.5..2....5....963...9......6..1.45.,392154687846237195517896234479581326123679548685342719751428963234965871968713452,1
01_file1,8.5.....2.1..28......6..1......3.59.6...4..2............89....59.....61.1.2.65.89,845193762716428953329657148281736594637549821594812376468971235953284617172365489,15
puzzles4_forum_hardest_1905,...9...716....28.3.1..7....2.........36..5....85.6.3..8....35....4.........45...9,542938671697142853318576492271384965436295718985761324829613547754829136163457289,21
puzzles5_forum_hardest_1905_11+,...8......39....4.2....93..1.........2.6..5...5...2.136....51.9.9..7....3....62..,715834962839261745246759381163597824428613597957482613684325179592178436371946258,50
puzzles4_forum_hardest_1905,..7.2...3.4....82.1.....7...9.........8.3.5.....4.6....1...9..5..3.5..8....6..2..,687524193345197826129368754296715348478932561531486972712849635963251487854673219,38
puzzles4_forum_hardest_1905,....3..2..7...51.....8....4....8...3.6.......1....97..71..5..4.59..2......6..15..,651934827478265139239817654947586213863172495125349786712653948594728361386491572,6
puzzles4_forum_hardest_1905,84..3..5..5.2....7..2..5.4....9..7..3...8......4..1.9.......6.9.2.5...7...1..6..5,847639152153248967692175348215964783369782514784351296538417629426593871971826435,39
puzzles1_unbiased,.2.53.......4.65.7.....9..8.46.........9.46...7...18....5..3...9.......3..8.5..4.,627538491891426537354719268146285379283974615579361824415693782962847153738152946,3
puzzles4_forum_hardest_1905,..69.4.7....6.14......7......4.9.7..73...2.8.........2..9.4.1..5.........8.5...3.,816924375375681429492375861254896713731452986968137542629743158543218697187569234,6
puzzles4_forum_hardest_1905,..95..6...3.....9.....8..4...24....61...32....8...7....1....2......7.5.4..52...6.,849513627631724895257689143792451386164832759583967412416395278928176534375248961,53
puzzles4_forum_hardest_1905,2...3..6..5.12...7.....82..4.59.....7.9..1..4.1.........3.1.....7.4....9.....6.8.,287539461356124897194768235465973128739281654812645973923817546678452319541396782,7
puzzles4_forum_hardest_1905,...95..7...5..4..8.6.8...5...4.9...12....17..3..........81....96......1..2..4.83.,483956172915724368762813954874395621256481793391672485538167249649238517127549836,35
puzzles2_17_clue,12..4.......5..6...8....7..4......3....6..5................2.9..76..........3..4.,127846953934571682685293714461957238893624571752318469548162397376489125219735846,0
puzzles1_unbiased,.3.7.....6...98.......5.71..861..3...1.......9........85...9..3...2..46.3.4...8..,538712946671498532429356718786125394215934687943867251852649173197283465364571829,0
01_file1,51....3.4.23.4...6.....5.2...5.63....625...4.13.2..6.......1....41.....8...43...9,519628374723149586684375921475863192962517843138294657296781435341952768857436219,5
01_file1,.........6...395.88..1.5......31...5..6.98.1..3.5.6..9..5.6...327.....61.........,354687192617239548892145736749312685526498317138576429485961273273854961961723854,13
puzzles4_forum_hardest_1905,9...4......86..5......8..24..5....8.4.......5.87..64...3..6.75....3....1...7.4...,962541378748632519351987624615493287493278165287156493134869752876325941529714836,79
puzzles4_forum_hardest_1905,..79....5.....2.8..6.8...195..7..8...7..86........9..7.5.6....88.....3....1.4....,187964235935172486264835719526713894479286153318459627753621948842597361691348572,7
puzzles4_forum_hardest_1905,.3..4....1.......86.71..3..9...2....3.47..5...7..63.9....6......1..746....6.1...5,839247156145396278627158349958421763364789521271563894482635917513974682796812435,38
puzzles4_forum_hardest_1905,..2.34......5...2.3..12.4....831..5..63...1..1..6....8.4......98..46.5....7......,582934761416578923379126485298317654763845192154692378645783219821469537937251846,24
puzzles1_unbiased,..278........154..7.8..3...2.......44...3.9....5..7...3.1.5.....6.12..8..8....2.5,142789563693215478758643192279561834416832957835497621321958746567124389984376215,0
puzzles4_forum_hardest_1905,9.3..1.5.46.9......7..3......4..9.3.6.....4....9.1..65..61...4.....56..28....3...,983721654461985723572634981214569837658372419739418265326197548147856392895243176,41
puzzles4_forum_hardest_1905,..6...7..17..23..83..6.7..1..3..5.1..18.....55.....9...2..4..5....7.....8....1..9,456918723179423568382657491243895617918276345567134982721349856695782134834561279,5
puzzles4_forum_hardest_1905,...4..2....6.8...7.5...7.1....2..4....5.6...18....1.7.9..8..7......3...9..3..9.8.,179456238246183957358927614631278495795364821824591376912845763587632149463719582,25
puzzles1_unbiased,.....43....6.5.12....2..5...62..8....1..6....7..3......4..8.9..8..7....32.7..968.,125694378476853129938271546362418795514967832789325461643582917891746253257139684,1
puzzles1_unbiased,.496....2.......7...1...4.......9.....5.23...91.8.7.3.....7..481.89...5......53..,749631582853294671261758493327519864685423917914867235592376148138942756476185329,1
puzzles4_forum_hardest_1905,5..1...9...6.7.....3...4..29..8....1.47.............2.8..9..2....3....19.....6.58,584132796296578134731694582952867341347219865618453927865941273423785619179326458,30
puzzles4_forum_hardest_1905,.5.....41..3..19...9.46..737....4.3..85.3.....4......9..8.4.......2.....9.4..3..7,657392841423871956891465273769124538185937462342658719238746195576219384914583627,44
puzzles4_forum_hardest_1905,...6.8......4..2...67.9..8.18..5.....498...5...........7.9....53.....7...95..4.6.,914628537538417296267593481182359674749861352653742918471936825326185749895274163,50
puzzles4_forum_hardest_1905,1.8.9..2..7...8.........8.3..1.6...29.6..23.....9.1.6...47....56.7.2..3......4...,168493527573218649429675813841367952956842371732951468314786295687529134295134786,5
puzzles4_forum_hardest_1905,..34...2..1......74...5.8...2.....8......5..35..8..9.....96..7.9....46....1.8....,783416529615298437492753861126349785849675213537821946354962178978134652261587394,40
puzzles1_unbiased,..9.8.5..1....3.8....94..7...25.....3..8...5..9...6.........4...4..1.2.853..6...7,469187523127653984853942671682571349314829756795436812271398465946715238538264197,2
puzzles4_forum_hardest_1905,..6.....95....78...1..9.......41......4.....62....83.......5..33..72..5...5.8.2..,836254719549137862712896435673412598984573126251968347127645983398721654465389271,28
puzzles1_unbiased,4...5.6........418.197...5.9.42..........47.1.8......3..8.1....79.....8..5....2..,423158697567329418819746352974231865635894721281675943348912576792563184156487239,1
puzzles4_forum_hardest_1905,..5..9.34.135..7..........6..2.......563..8..3...2.....61.5...8...6...17..7..86..,625879134813564792794231586172485369456397821389126475961753248538642917247918653,21
puzzles1_unbiased,....3.7.91...7..45...2......9.......68.42.....45...6..5...1..82....4..3..3.89....,824531769163978245957264318392156874681427593745389621579613482218745936436892157,1
puzzles4_forum_hardest_1905,..4..78...1.3.....8..24..7..6.4..72..7...934.4...2...8..5..2...7..83.2...........,694157832217398564853246179968413725572689341431725698385962417749831256126574983,5
puzzles4_forum_hardest_1905,....58.9.5..2..7...6...7..5.3.4.....4.6..2.1.2...7.4....3.2......1.....97....48..,327658194518249763964317285135486972476592318289173456693821547841735629752964831,43
puzzles4_forum_hardest_1905,.9...4...5...9..3...75..4...6......8..9.3.7..7..4...1..8...1..6..2.4....1..9...2.,698324157514897632237516489361759248849132765725468913483271596952643871176985324,6
puzzles4_forum_hardest_1905,..6..72...8.9...6..3......7..5..4..63.....74....1..52...4..2.7.8..7..6...9..1....,946587231781923465532641987275834196319256748468179523154362879823795614697418352,28
01_file1,.695....33.4.2..5....9..4.6..8..2...6......4...1.9....9..24.3.5.2.6.3.......5.6..,769514823314826957852937416478162539695378241231495768986241375527683194143759682,53
puzzles4_forum_hardest_1905,2...3.9..6.1.9.8...4...7....6..2...83......2....3.96...1...6..5.........8...1.2..,287134956631592874549867132164725398398641527752389641913276485426958713875413269,61
puzzles1_unbiased,8.6....3.....8..52.1.3...........5.8..1..2..7.5..4...1.2..657...357........42..8.,896257134743681952512394876364179528981532467257846391428965713635718249179423685,1
01_file1,8......5...9.7.3....25..8.9.9......575....2..2..3.5.7..8.46...23..2...9......37..,831942657549678321672531849493726185758194263216385974187469532365217498924853716,17
01_file1,9.....8.....2.76....6....923.2.15...8....9...........76.7....2..83.2...9.9...836.,925364871418297653736581492372615984854739216169842537647953128583126749291478365,16
puzzles1_unbiased,86....5.....1..4.31..78.....8...5.9.2....7.6..51...2...7..2..4......1.....6.7.3..,864392517927156483135784629683215794249837165751469238578623941392541876416978352,0
puzzles4_forum_hardest_1905,2....1.....8..5.2..6..9.5..4..........18....4.3..6.9....6.7..93.....67...7.9....5,259631847318745629764298531487129356691853274532467918826574193945316782173982465,38
puzzles1_unbiased,.94.6.2.7...9...1...2......8.....56..5....841...5....9...4.......7.3....53927.4..,194863257765942318382715694873194562956327841241586739628459173417638925539271486,0
puzzles0_kaggle,23...964..9...7.5.5..4...38...9...719..7..8.6..1.32....621.5..9.8....4....46.82.3,238519647496387152517426938825964371943751826671832594362145789189273465754698213,0
puzzles4_forum_hardest_1905,.258.3...7..2.6.8..8..9.2...........6..93..4..49..86....83..9..5......1..7......4,425873196791256483386491275813764529657932841249518637168347952534629718972185364,12
01_file1,.3..2.8.5...38..42.....4...6.97..42.....4.5.....2....8...87.....8..35..43....2..7,734129865561387942892564731659718423128943576473256198246871359987635214315492687,33
puzzles4_forum_hardest_1905,1..8......4.1.9..8....4..3.3...9...4.......6..7...5...9...7..43.27......8..91...7,193857426246139578785246139352691784418723965679485312961578243527364891834912657,16
01_file1,..9.....5....4739.43.5....86..9...5.....7....2......3......5.8737...8.4...5..49..,719283465528647391436519278647931852853472619291856734964325187372198546185764923,40
puzzles1_unbiased,......1..9..6.85...6.5...3.42..57..1...2....45...6............8.3291.....5.....2.,345792186971638542268541937429357861613289754587164293796425318832916475154873629,1
01_file1,.9....4..2....8.7..7814.9......9..1...97.2..478......2.6.............1...5...9.87,195276438234958671678143925426895713519732864783614592867521349942387156351469287,19
puzzles4_forum_hardest_1905,.9.3..........47..5...8..6.2...6..5......7..4.8.9....3.58....1...2.1...81.......6,891376245326594781574182369239468157615237894487951623758643912962715438143829576,6
01_file1,...64.5.2....7.......9...179.8..4...61.78.....4..69...8.4.1...9.968.....17....6..,739641582281375964465928317928534176613782495547169823854216739396857241172493658,24
01_file1,...4....36...5..9.73....5..5...7....34.9.6.7..9....4..9......6......19...6...87..,159487623684352197732169548516274389348916275297835416925743861873621954461598732,5
puzzles1_unbiased,.4.1..9....63..8..397..8.6.......1..7...1...41....2.3......6....7....4...8347...9,842167953516329847397548261935784126728613594164952738451896372679231485283475619,3
puzzles1_unbiased,...3...5...81.2.7....8.6..39562.......2......871...9......83..46.9..4..7.......61,164397852538142679297856143956271438342968715871435926715683294629514387483729561,0
puzzles4_forum_hardest_1905,.7..63......8.......8.71..3..2....5.48....9...3.6....1.6.7....8......4....9.1..2.,175963842346852179928471563692138754481527936537649281264795318713286495859314627,51
puzzles1_unbiased,.....76..8.7..45.3...........17...45..391....25........964.38....8.....4..2...736,314857629867294513925361487681732945473915268259648371196473852738526194542189736,0
01_file1,..5...92.8.......1...59...7...8..7.2.8.1...5...2.79.1......5.9.....1...8.63.2....,175386924896247531234591687941853762387162459652479813418735296529614378763928145,13
puzzles4_forum_hardest_1905,.6.8...1...1.4....28....4..9....7.....81..2......3...7.4..53..9.5.........24..6..,764829513531746928289315476923587164678194235415632897146253789857961342392478651,20
puzzles4_forum_hardest_1905,..24....17....6.9..4....562........3.2.3..91...3..124.5....8.....41....9.8..7....,692485731735216498148793562417529683826347915953861247579638124364152879281974356,38
puzzles4_forum_hardest_1905,..98..27...89..6.1.2..7.......1....6.1..5.9....6.89.....15..4...8...4..24.......3,149863275378925641625471839892147356714356928536289714261538497983714562457692183,79
puzzles4_forum_hardest_1905,2...1......7...3...6..74.1.6.1....8.8...614.9.9..8.......7...9..8..96.4.........5,248613957157829364369574218631947582825361479794285631413752896582196743976438125,13
puzzles4_forum_hardest_1905,4....5..9..92...6..8..9.3...5..7....2..1...5...4..8..71..9....6.4....5....6..3.1.,463815279719234865582796341651372984278149653934568127125987436347621598896453712,8
puzzles4_forum_hardest_1905,......2....5..8.9..3.25...1..7..5.6.......3.4...14....69..8..5..7...9.....85.....,186793245725418693934256781417935862259867314863142579692384157571629438348571926,42
01_file1,47.8...3....57..1..51..4.....4..3.....7....625...1........4.....38..7...1...583..,479821635623579418851634279964283751317495862582716943795342186238167594146958327,15
01_file1,..82...3973...94...2..4...7........5....73..6...8.....4..92..7..82.....3......2.4,148257639735689421926341857874162395259473186361895742413926578582714963697538214,4
01_file1,5........98.6...42.62..8.9.85.9.....2.946.....46.8........2.4....5.....64...9..37,514239678983657142762148593857912364239465781146783925678321459395874216421596837,28
01_file1,31...945..4.....12..5...9.3.2.....4....4.6........72...9...43....25.3..1....9.5..,318269457946735812275148963829351746753426189164987235597614328482573691631892574,39
puzzles4_forum_hardest_1905,24...15...6...841.8........9..31.2...1...2.5....8.........2.64..2...4..5...7..12.,249671538765938412831245796956317284318462957472859361187523649623194875594786123,69
puzzles1_unbiased,..3....7.....8......79.21.3.....19..4.2........52..4...89..6.......3.2..63...7.1.,893154672126783594547962183378641925412395768965278431289416357751839246634527819,1
01_file1,....36..2.......9.2..94.3..3..12...9.92..8.3..5.......9..31..2.......4.1..7......,579836142634271895281945376346127589192458637758693214965314728823769451417582963,25
puzzles1_unbiased,1....54.3....8....6..3...........3.556.7...129375.....79.......3..4.95....18.7...,129675483453182796678394251812946375564738912937521864795263148386419527241857639,0
puzzles2_17_clue,.......43..8....1.6..9....5...2..9..8........34............3.......45.....2...8..,291587643578364219634912785165238974827459361349176528916823457783645192452791836,3
puzzles4_forum_hardest_1905,.68.1..3.3.........41...8..4...6.1...9.....788...754.......7...6...4.3....42....5,968514732327698541541723896473862159295431678816975423189357264652149387734286915,47
puzzles4_forum_hardest_1905,37......9...8.....9.5..3.1.1.4..9..5..........2.43.19.....6..344....19...9.3...5.,378146529612895347945273816134689275789512463526437198251968734463751982897324651,53
puzzles4_forum_hardest_1905,...........85..3...7...3..1..59.6...6.......4..13..5..8....52....2.3..1.15.2...9.,314798652928561347576423981435916728697852134281374569869145273742639815153287496,114
puzzles4_forum_hardest_1905,2....38..8.5.4..6..3.....4.9....8........5..7.5..2.4...2..5.6..5.79...1......1...,241673859895142763736589142974318526612495387358726491129857634567934218483261975,29
puzzles4_forum_hardest_1905,3.81..6.7..1..8.9..2...............9..29..58.4...8.2.....5.3..62....9.....5.1.93.,348195627561278394927634158816352749732946581459781263194523876273869415685417932,45
puzzles4_forum_hardest_1905,7..1....8.....2.3..91.4....6.....75..1......6..76..8....2.9......4..3...1..8....5,743165298568972431291348567689231754415789326327654819852496173974513682136827945,41
puzzles4_forum_hardest_1905,..2.5...4.7...39..6..2..7..85......9.....8.1...65..8....7.1...34......9..6.4..2..,192657384578143962643289751854721639729368415316594827287916543435872196961435278,53
puzzles1_unbiased,..74.....264..9.........3...412..9...7.8.64....93....571.....2......81.3..6..75..,387451296264739851195682347641275938573896412829314765718543629452968173936127584,0
01_file1,.7...2....4...3.5.2.584....43...7.....7.2...8..85.43....2...........89.63...7.5..,873652149641793852295841673436187295517329468928564317162935784754218936389476521,6
01_file1,..7.....4.61..23.73....16...7......16......4..2.98....4.....1.3....2..6..3.....72,287639514961452387345871629578246931693517248124983756452768193719324865836195472,17
01_file1,3....4..8....6.3...7........6...3...5...4..3....58...46....8..5..1...29.4....67..,396724518145869327278351469764193852582647931913582674627938145831475296459216783,52
puzzles4_forum_hardest_1905,..8..6.9..4.....3.9..4..8..4....9....7..459.....7...2..8......12..8..5..71.5.42..,128356794645987132937421856452139687876245913391768425589672341264813579713594268,26
puzzles4_forum_hardest_1905,9..1.......4.52..3..2..6.5....2....8..8..53...1..8.54......9.7.7..5..6....1.2...5,957138264164752893382496751536274918478915326219683547845369172723541689691827435,41
01_file1,7....89.....2...5.4.......731...72.......9..8...4..5...4..8.79..9...4.25...5..8.4,753148962986273451421965387319857246564329178872416539245681793198734625637592814,41
puzzles4_forum_hardest_1905,...5..6...1..9...7...3.4.1..9..8.1....29....3..5....9.2.....7...8..3..6...14....8,329517684514698327768324519496283175172956843835741296243869751987135462651472938,30
puzzles4_forum_hardest_1905,.........1..9...45.4..578..8..5..4...3...8.1...6.2...89...1.7...8.....3...2.6....,658342197173986245249157863821539476534678912796421358965813724487295631312764589,26
puzzles4_forum_hardest_1905,.8...1.5....2.7..4....3.7..5.....4..96.3.......8..5.6.8....9.1...16....2.5.......,782461953693257184415938726527896431964312875138745269846529317371684592259173648,16
puzzles4_forum_hardest_1905,.7.....5..5..2.9....35.4..6....4..9.1..2..6..7..8..4.2..71......8..6...9..2..38..,476938251851627943923514786268341597145279638739856412597182364384765129612493875,10
puzzles4_forum_hardest_1905,.9.6.....5....389.....9...6.48..7.5.7.........35.4.7......2...5.521....83....84..,891675243564213897273894516148367952729581364635942781987426135452139678316758429,33
01_file1,4.6..97...92..8.......6.....84......72.6.....6.9.824...4.7.......8.2..7...7.9.3.5,456219738392478651871365249184937526725641893639582417943756182568123974217894365,29
puzzles1_unbiased,..4...32..1..8......67.....1.8...4...3.....5.5.93.18.7....62..8.4.......8.35.....,784156329215983674396724581168275493437698152529341867951462738642837915873519246,0
puzzles2_17_clue,.....4..128.......9.7..........4..2.....7.....5......8.......72.61..5........3...,635284791284917365917356284193548627428679153756132948349861572861725439572493816,0
puzzles4_forum_hardest_1905,..51....3.8.....5.7...5.98......4.39.7..9.52.......4....7.2.89.9..6.....82.......,245189673389746152716352984158264739473891526692537418567423891931678245824915367,41
puzzles4_forum_hardest_1905,9..2.8..6..3.67.8.....1....5.....4...6..9...3..21...6.4..3..5....78...3......1..2,974238156153467289628915347539726418861594723742183965486372591217859634395641872,8
01_file1,7..5....9.5.74.12.....19...1..45.9.2..2.9..15......74.4.6.7......3..45.....9.....,714528639359746128628319457167453982842697315935281746486175293293864571571932864,62
01_file1,4.3...9.1..26...4.7........8.634.....3.2.6...2...87......42..3.3..7.8..6.7.......,463572981182639547795814623856341279937256814241987365619425738324798156578163492,5
puzzles4_forum_hardest_1905,.....9..1.1....32....21..7.5.7..4..2.2.5...6...9.....7..8......47.92...82..4.8...,752349681914876325683215974567134892821597463349682157198753246476921538235468719,9
puzzles4_forum_hardest_1905,....7....3....62.....32...92...8.7....5..3.9...4....1..4......5.1...8.2.7..6..3..,126879534359146278487325169261984753875213496934567812642731985513498627798652341,10
puzzles4_forum_hardest_1905,9...38.....8.......6.4...98...2......1..67.2...2.41.761.......2.2.1...47..5...9..,951738264248619753367452198736285419419367825582941376194573682823196547675824931,24
puzzles4_forum_hardest_1905,86.5...4....8.4.....9.7...5..2...53.5...2.7...9......2..3.5...9.....61...7.1.....,861539247257864913439271865712948536548623791396715482183457629925386174674192358,61
puzzles1_unbiased,......7....673...1.51.82...1........34....9......964........184..8.1.......5...63,823169745496735821751482639169247358342851976587396412675923184238614597914578263,0
01_file1,8..49.1.5.....5.69....1684..95.8.6.1...9...5.18.6...........9...7.......438......,826493175314875269957216843795384621643921758182657394261548937579132486438769512,43
puzzles4_forum_hardest_1905,..189...579.....4.85....9.....1...3.1....64...7.95...1....1......7..2...5..78...4,631894275792563148854271963265147839189326457473958621348615792917432586526789314,22
puzzles1_unbiased,1.........2...7.84.948....3.12..9.......5.7..5.....6.....1.5...2......6..876.3.2.,138542976625937184794816253812769435346251798579384612963125847251478369487693521,0
puzzles4_forum_hardest_1905,....5..43.2.3..9.........12.3.9....1..7..8...5...6....6....7....4.1...3...8.2....,791852643824316957365749812236974581417538269589261374653497128942185736178623495,13
puzzles4_forum_hardest_1905,.64.1......76......1...2..6...8...9..5..2...88.3..6.4......59...3.2...85....3.7..,364519827527683419918742356642871593159324678873956241781465932436297185295138764,11
puzzles4_forum_hardest_1905,.5...3.1.7...6.4....31....9..6.......9......85...8.2..2....6..4..54.86......2..7.,452893716719562483683147529826731945397254168541689237278916354135478692964325871,26
puzzles4_forum_hardest_1905,8....7.3..3..5...854..8.7.1....1.......8.9..5.8.5.4.1...3....5..5..4...92..6.....,891467532637152948542983761475216893126839475389574216963728154758341629214695387,4
puzzles4_forum_hardest_1905,..845..1..........7.2.......6...94...2....6....564...1...9...68..658.1.......3..5,398456217651278943742391586863719452124835679975642831517924368236587194489163725,48
01_file1,....5346..3......96.5..41.......9.3.....6154.5..43...17......9...4.9....29....6..,917253468438176259625984173841529736379861542562437981756312894184695327293748615,13
01_file1,..862...7.678.15..12.......78....15..16.5..28......7.6..23...8.............96....,598624317467831592123579864784296153316457928259183746972345681645718239831962475,6
puzzles4_forum_hardest_1905,..7..2........3.5.53.1....6..8..........74...76.5...1.....1..93.......6191.3..5..,147652389689743152532198476358261947291874635764539218825416793473925861916387524,10
puzzles1_unbiased,6.5......8.715..........8..9615...4.5..34....3..8...9..3....92.....73.1.......5..,695238174827154639413796852961527348582349761374861295136485927258973416749612583,0
01_file1,4..........8....1.5..17......63.718....89....7...163.913..6.89......87....79...3.,412685973978423516563179248296347185351892467784516329135764892649238751827951634,14
01_file1,......5....7..2.....95......2.8...513...54..8...1..34....4.8.2..8..3.1..4.2.158..,841679532657382419239541786724893651316754298598126347173468925985237164462915873,34
puzzles4_forum_hardest_1905,..7...8...4.9...3.1.......6.5...3.8...8.9...16.....7.3...5.2......4....8.2..3..4.,397651824246978135185324976759163482438297651612845793964582317573419268821736549,19
01_file1,5.4.....7....651...167....3...5...347....65...4..13.6...86...1.....4......9.5..7.,524381697387965142916724853691578234732496581845213769278639415153847926469152378,6
puzzles4_forum_hardest_1905,..6..1..3.7.....4.....9.26...29..3..5....3.2.6..1....98...4.7.....8.......5..9..2,986421573273568941154397268712954386549683127638172459891246735327815694465739812,26
puzzles4_forum_hardest_1905,.1.2.....4...1..29.3...41..1..3..4.......7..6.5.......3..48.9..54.9..2....8..5...,815239674467518329239764185186352497923847516754691832372486951541973268698125743,17
puzzles0_kaggle,...7..9.41.6.8..3..7.3.2.6.....7.2.859...841.2.194....3.....1.6..86.5....52..47.9,835716924126489537974352861463571298597268413281943675349827156718695342652134789,0
puzzles1_unbiased,.4.7..86.3.6......5.......1654....32..3.4...7.92....5.869.....3....19...2....3...,941732865376158249528496371654987132183245697792361458869524713437819526215673984,0
puzzles4_forum_hardest_1905,..81.3.2..6....8.1......3......7.....4.2.9.....53.8..2..18.52..98.....5........1.,798163524263954871154782369829576143347219685615348792471895236982631457536427918,19
puzzles1_unbiased,2.9....6.......3.15.......8.84.9.7...2...5.8..7.4...2....2...7379...3..21..95....,219538467847629351563714298684192735921375684375486129458261973796843512132957846,0
01_file1,.85............2..2.6.84.....2.9..3.......1.8.41.38.9.....23....24..1..39..84...1,785219346413657289296384517872196435359472168641538792168723954524961873937845621,12
puzzles4_forum_hardest_1905,..3.1...8.6...2.5.12...4.6......1....1.24.5.6..25...1...4.9....7.....9...9...5.4.,453617298867932154129854763945761382318249576672583419534198627781426935296375841,32
01_file1,....5.43...6.93...5..8....9......19.......8..29...8..3..32...7.95..8...2..2..9...,829751436176493258534862719468325197315976824297148563683214975951687342742539681,20
puzzles4_forum_hardest_1905,..12....3.6...48......9..5...4.......3.42...712...5.9.8...1.6....3.4...2...7.....,591287463367154829482693751754931286938426517126875394879312645613548972245769138,6
puzzles4_forum_hardest_1905,4..7...6.91....7....7.9..4.3..5......8......5..918.4.......8..4.....1.2...496.1..,425713968913846752867295341346529817781634295259187436192358674638471529574962183,8
puzzles4_forum_hardest_1905,4....5.6...2.3...7.1.9......3.........9.2.1..2....7.8......86.5.......4.5..4..7.8,497285361852631497316974852731849526689523174245167983924718635178356249563492718,29
puzzles1_unbiased,..6..9...8..6.59..9...2.3...2......7..4.....351.7......458.3.6.....6...1..3.....5,476389512832615974951427386328941657764258193519736428145873269297564831683192745,0
puzzles4_forum_hardest_1905,2...5.8......3..1..6...8..7.4...9..81...4.3....52.......9..478..7....46.........9,291756843857432916463198527742369158186547392935281674329614785578923461614875239,11
